cat_user_id,cat_comment_time,cat_user_name,cat_user_comment,cat_user_pic,cat_score
,2017-09-24,横扫千军,白天去的没有看见喷泉很是遗憾，对面的高层建筑不错。,,
,2017-09-24,温浚,好好看看吧！这个世界上最美好的事情就此开始。,,
,2017-09-24,190****005,见到国内着首屈一指的喷泉，品种多，音乐强，水注高，花样翻新！,,
,2017-09-23,ericaxie,行云流水，水天一色，色味俱全，气势磅礴,,
,2017-09-22,缘纷的天空,"“落霞与孤鹜齐飞，秋水与长天一色”，秋水广场就是如此诗意的名字。这里应该是灯光的世界，梦幻的海洋。一江之隔，两岸,，交相辉映。太玄幻了。。。",,
,2017-09-14,红色最甜蜜,"一直觉得秋水这两个字能稳稳的戳中内心，很有诗意很有意境。,大学的时候来过一次南昌，朋友带我来秋水广场走一走准备看喷泉，结果下雨了就没有看成，最后一直成了小遗憾。终于在9月实现了看秋水广场喷泉的心愿。其实已经看过很多场喷泉了但是对秋水广场的喷泉依然抱有期待。,秋水广场顾名思义也就是出自于大诗人王勃,序里的“秋水共长天一色”。,交通：,晚上7点40从江西财经大学打车过来7公里20多元钱...",共7张》,
,2017-09-12,有李吃遍天下,"再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；是一座以喷泉为主题，集旅游、购物、观光为一体的大型,。",,
,2017-09-10,缘起2014,"这里的,很好，音乐喷泉很棒，周围高楼参与演出的关于南昌起义的纪录片很不错",,
,2017-09-09,佐或佑,漂亮大气 环境优美 值得游玩了,,
,2017-09-08,盐巴,"有人说南昌的秋水广场有如上海的,。炎炎夏日从秋水广场下到赣,，清风拂面，杨柳依依，蓝天,下的南昌老城区并不显沧桑，倒是一副小清新的模样。",,
,2017-09-04,M23****454,来南昌的第一个晚上就去了秋水广场，晚饭选择台湾美食街吃。现场人很多，喷泉也很好看。,,
,2017-09-02,英雄好汉,"秋水广场的夜晚，和女友一起散步，吃晚饭以后沿着,走走，好美，双子塔的一侧",,
,2017-09-02,300****697,总体感觉不错，适合跑步散步，人气旺,,
,2017-08-31,少时爱吃楸子,秋水广场，很有诗意的名字啊，喷泉很好看,,
,2017-08-27,_WeCh****002851,这里值得一去，喷泉真的很好看。人特别多，挺热闹的,,
,2017-08-25,毫无思绪,喷泉特别漂亮，而且灯光效果比北上广都不差。,,
,2017-08-24,呆萌滴落落,晚上看喷泉最好看……8.30有最高喷泉，抬头看就像喷上了月亮,,
,2017-08-21,M38****745,喷泉总有那么多人围观，第一次看很是壮观，值得游客观看,,
,2017-08-21,M44****988,可以，景色很美，温泉很有现代化,,
,2017-08-21,0号咖啡加冰,"秋水广场与滕王阁隔江相望。我们游览完滕王阁，决定骑行到秋水广场，用了1小时多。虽然比较辛苦，但这体验的确难忘！沿路也对南昌的城市建设有了更进一步的了解，觉得南昌真的建设的很好！！我们在秋水广场,的绿地中心里的渝悦餐厅吃晚饭，4个人，4个菜（包括超级鲜美的鲈鱼），才133元！环境好！味道好！价格好！（“三好”餐厅）之后步行到秋水广场看喷泉。好多人，当地每家老老小小，全都汇聚在秋水广场...",,
,2017-08-20,zjf3611,醉人，音乐喷泉美丽壮观，还有灯光秀，非常值得一看！,,
,2017-08-18,S-yue奢悦陈哥,"音乐喷泉和赣江两边的,大概是最震撼的 不愧是小浦东！",,
,2017-08-15,按键已锁定,"喷泉是亮点  每天人山人海 白天去很开阔  晚上去看,的灯光秀",,
,2017-08-15,203****535,那天下小雨，很多人等着看喷泉，就是不开，也不通知。差评,,
,2017-08-13,摄影旅行菌,南昌最繁华的地方，看双子大厦以及城市夜景,,
,2017-08-12,谭庆春2014,音乐喷泉很漂亮，最中间有一个平台游客和喷泉可以互动，反正那么热的天气，我和小伙伴是被喷泉淋得非常舒爽，去的时候最好穿轻薄易干的衣服和凉鞋，别穿白色容易透。,,
,2017-08-11,M41****764,秋水广场位于红谷滩赣江畔，华灯初上，这里就成为展示南昌现代发展的最好舞台，每晚有两场喷泉，配合赣江两岸灯光秀，高楼熠熠华光，让人充分感受南昌的独特魅力,,
,2017-08-10,M29****708,喷泉很美，很有创意。值得一看。,,
,2017-08-09,忽而莞尔,秋水广场的音乐喷泉，人很多，喷泉挺美。也靠近地铁站。,共4张》,
,2017-08-08,yxag4311,一下动车就滴滴到吃饭的地方到江西肯定要吃江西菜啦江西特色菜：我家小朋友爱吃的炖蛋,共4张》,
,2017-08-08,旅游不能盲目,其他城市很多的广场，是一个城市标志性广场,,
,2017-08-06,ONLYOU惟伊,"秋水广场在赣,上，广场,一带是红谷滩的高楼大厦，广场沿江布局，比较大。去广场有地铁，就是秋水广场站下啦，出来就是广场啦。也有公交到那的。赣,不是很漂亮好玩，感觉没有开发好。",,
,2017-08-06,_WeCh****406502,喷泉真的好看，特别高，但是人也特别多，去的时候建议带伞因为会淋湿,,
,2017-08-05,_WeCh****35765,无需门票，旁边有条台湾美食街，性价比相当低，不建议购买，秋水广场是景色宜人的，晚上八点过后的喷泉更是美不胜收，让人连连惊呼。,,
,2017-08-04,nktc4462,"来南昌一定要去的，每天晚上都有音乐喷泉，很美很震撼，比起西安的还要好……不需此行，对面就是,，还可以隔江相望，感受美美哒的夜景两边有很多商店，可以去逛逛",,
,2017-08-04,M54****207,"突如其来的幸福——这是我在秋水广场最大的感受。 最开始我的行程里是没有秋水广场的，毕竟身为一只历史狗，对于很多太现代的,兴趣不大。那天夜间刚从摩天轮那里过来，离喷泉开始的时间也近了，就干脆一边逛旁边的小吃街一边等。一开始还不知道为什么还有半个小时在喷泉池,就里三层外三层的围满了人。直到喷泉正式开启的那一瞬间。 怎么说，惊喜，震撼，感动，手足无措，很难说清楚，只想跟着雄伟的喷泉...",,
,2017-08-01,M41****345,很值得去的地方，也是很有意境的地方,,
,2017-07-25,旅游不能盲目,"属于市政府不远的市民,。既然来了南昌，到这里看看也可以。",,
,2017-07-23,M22****1490,晚上去比较好，音乐喷泉配上灯光秀很好看，夏天夜晚游玩的好去处。这里还有一条小吃店，新加的游乐设施，都可以在赏喷泉之余尝试下。,,
,2017-07-20,zixunshi99,南昌狠很热闹的一个地方，晚上去来,,
,2017-07-18,背带裤的爆浆小丸子,"晚上的时候从酒店出发乘坐地铁，在秋水广场站下车，上来，就可以到达南昌有名的夜景沿江一带了。,可惜之前的时候听说每晚九点有灯光喷泉秀看，这次没有遇上，,希望下一次来的时候能够一览风采。,初春的夜晚还是充满着凉意，但在岸边就这样沿赣江走着，凉风从耳旁掠过，思绪却变得很清晰。,望着对面喧嚣的都市，这繁华的空洞 ，热闹的街 ，耀眼的霓虹 ，行走在钢筋水泥的路上，想象着这座城市发生的故事，我竟...",共6张》,
,2017-07-18,小眼镜张,秋水广场位于赣江之滨，和对面的滕王阁隔江相望。,,
,2017-07-17,M25****873,去的时候刚好在整修，很可惜，并没有看到喷泉。,,
,2017-07-15,younger1127,晚上的喷泉很有气魄，很好看哟。,,
,2017-07-13,181****4516,夏天夜游最佳去处，小孩子尤其喜欢。,,
,2017-07-12,ZH通,"江西人的骄傲，多几个这样的,就更完美",,
,2017-07-11,kennix猫猫,如果到南昌的话，秋水广场的音乐喷泉值得一去！晚上的喷泉随着音乐会转变不同形态和颜色，很漂亮！站在前面要有心理准备，最后几喷会混身湿透，不过还是感觉很震撼！,,
,2017-07-10,心在旅行2017,很美，就是人太多！停车不方便……,,
,2017-07-10,mnbvcxz,秋水广场的音乐喷泉非常的震撼，特别是在最后的环节，喷出来的高度超出想象！当音乐响起，水花就开始翩翩起舞，体态优美！！！！,,
,2017-07-08,妍熙xisanny,秋水广场，适合晚上去，灯光闪烁。,,
,2017-07-08,当地向导Royal,"免费的,，晚上喷泉不错。在,。",,
,2017-07-07,小小玩友,南方城市近水近山，风景气候都不错，就是南昌现在夏天太难过啊,,
,2017-07-04,m41****88,是一座以喷泉为主题，集旅游、购物、观光为一体的大型,,
,2017-07-02,_WeCh****29213,"到南昌一定要去的除了,外，应该就是秋水广场的音乐喷泉啦❤️情侣夜游或是亲子旅行都不能错过哟。那边还有个小游乐园，旋转木马海盗船，骑车也是不错的选择。",,
,2017-07-01,M55****298,"音乐喷泉，灯光效果很好，旁边有一条,，对外开放，晚上人超多。",,
,2017-07-01,M55****108,"环境很美，是我见过的喷泉里喷得最高的，可惜那天去不知道为什么没有音乐，完全干喷，好尴尬啊~旁边有条,，味道一般，东西贼贵，不推荐",,
,2017-07-01,qemd8714,"秋水广场 ，位于江西省南昌市,的赣江之滨，与,隔江相望，再现了千古名篇《,序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；世界第二超级音乐喷泉 南昌秋水广场拥有目前全国最大的音乐喷泉群。 ,秋水广场喷泉时间：,①、晚上：20：00 - 20：25 秋水广场第一场喷泉时间！,②、晚上：20：40 - 21：10 秋水广场第二场喷泉时间！,小提示：南昌秋水广场喷泉在节...",共5张》,
,2017-06-28,小小艾娃,就在滕王阁的江对面，广场上还有个特别大的音乐喷泉，非常霸气！,,
,2017-06-26,M20****693,环境好，空气好，有一条很大的河。很好很好很好,,
,2017-06-25,时光旅者,"古豫章以滕王阁闻名，今南昌以秋水广场出彩，每晚的喷泉表演极为精彩，来南昌的朋友一定不能错过，配合,的,和滕王阁，真可谓是美轮美奂。",,
,2017-06-25,狗奴才,"来南昌没去过秋水广场等于白来，亚洲最大的音乐喷泉，还能欣赏楼宇灯光秀，哈哈，果然音乐喷泉和灯光秀最配！享受完音乐喷泉还可以去旁边的,大饱口福，就是味道不咋地，还贵，哈哈哈哈土豪随意啊！",,
,2017-06-23,M22****7298,"喷泉很漂亮，有多种花样，喷泉的颜色也是多姿多彩，建议去看看。秋水广场离,也比较近，晚上在那里看看,也是不错的。喷泉会喷两次，一次8点开始，1次8点45开始，我还是觉得挺漂亮的。呵呵",,
,2017-06-23,M25****939,免费观看，对于第一次来南昌的人来说必须来一次秋水吧,,
,2017-06-19,Fovace,"本来以为南昌也就,可以去看看，但这次来南昌，意外发现秋水广场很适合晚上过来。,每晚八点会准时开始音乐喷泉表演，持续时间近半个小时，以赣江东岸为背景，甚是漂亮。而秋水广场的名字正来自于王勃那一句“落霞与孤鹜齐飞，秋水共长天一色”中的秋水；秋水广场不仅有漂亮的音乐喷泉，还有一条美食街，游玩之余，可以享受美食的味道。,到达秋水广场可以选乘地铁一号线或者公交50路。",共8张》,
,2017-06-15,shuailin1,就是看看喷泉散散心情，其他没什么玩的,,
,2017-06-15,M51****578,秋水广场晚上去哪儿看喷泉表演，也是件趣事，还可以朋友情侣之间走走欣赏沿路的风景，抑或脱下鞋子感受脚踩在细沙上的感觉。再往前走点还可以去坐坐摩天轮哦。,,
,2017-06-12,M60****825,还行吧！最好是晚上去。晚上的喷泉很飘亮哦,,
,2017-06-03,小魅力蘑菇,"景色很好，应该是亚洲最高的音乐喷泉了，还有,一条街，好热闹",,
,2017-06-01,ehql6661,秋水广场的夜景还是不错的,共6张》,
,2017-05-30,M28****741,很适合情侣去玩哦，逛吃，逛吃，在赣江旁走一走，很舒服！,,
,2017-05-30,龙神皇陛下,南昌新的中心，夜问喷泉表演大气磅礴，总能吸引大量人流。,,
,2017-05-29,M61****890,秋水广场的喷泉很好看，人山人海，还有小吃一条街，不错,,
,2017-05-28,托马斯彪彪,不错不错，秋水广场就是喷泉不错,,
,2017-05-25,荆无命,"没什么意思，由市区万里迢迢滴过去看，有点儿不值得，而且必须看,，白天晒得死热，没有半点遮挡，不推荐去看，别的地方类似的东西也很多",,
,2017-05-24,Charles667799,天气热的话，晚上去看看喷泉还是可以的,,
,2017-05-24,prida001,与滕王阁隔赣江相望，看滕王阁淹没在一片高楼大厦之中。,,
,2017-05-23,皖北大叔,很好，特别是晚上的音乐喷泉更值得一看,,
,2017-05-22,_CFT0****3110,环境优美，喷泉可以看看！！！！！！,,
,2017-05-22,M32****754,音乐喷泉很漂亮，与周围环境交相辉映的灯光效果很不错,,
,2017-05-21,_CFT0****1606,很热闹，人很多，去了一次，没有找到过这么热闹的地方了,,
,2017-05-20,波衣,希望随时网上公布每场时间，特别是停开的提前告之，这是公共场景税服务的基本要求。,,
,2017-05-19,topsquall,"今天从七点半到八点,还没有看到喷泉⛲️，不知道这儿是不是每天都有喷泉，旁边能走到江中心的步道不错，很多钓鱼的，休闲的好地方",,
,2017-05-19,M37****543,来的不是时候啊，赶上设备检修了，周围景色倒是不错,,
,2017-05-19,snowbunny,漂亮的广场，现代感的高楼大厦，历史悠久的赣江，漂亮的双塔,,
,2017-05-18,M93****61,秋水共长天一色，取至于此诗句。,,
,2017-05-18,Forvictory,有吃的有玩的，喷泉好看，还不错,,
,2017-05-18,M43****687,喷泉是亮点啦，还有四周建筑一体的灯光,,
,2017-05-16,M19****214,这是我看到的最美的喷泉之一  跟着节奏走，,,
,2017-05-16,dyfb9006,"喷泉，,，在赣江中心看灯光秀美食街的大章鱼脚～菠萝饭～蛋包饭～赣江中间看灯光秀真的超级漂亮，可以看到双子塔，,，摩天轮。这张照片有我哟～看出来了没有。飞起来的妮子～",共13张》,
,2017-05-15,Charles667799,白天去的不怎么好看，晚上还好点,,
,2017-05-14,朢丶帝,早上去的，没有什么人，底下有排小吃街，交警挺不错尽职尽责搀扶老人过马路。给交警点个赞！,,
,2017-05-13,M58****631,"秋水广场是不要门票的，白天可以去江滩上玩下。秋水广场下面有条路，是通往赣江中间的。作为南昌地标性的地方，,当然更加棒了。可以看到喷泉，听说是中国最大的喷泉呢。",,
,2017-05-13,_WeCh****10857,超喜欢秋水广场的台湾美食街，而且也有游乐场，对于这个吃货加爱玩的我来说是极好的,,
,2017-05-12,哥们-,"免费。是孩子的游乐场，只是今天去没有喷水。到,走走主要是情侣谈恋爱和夜,。对岸就是腾王阁，远看,还不错。",,
,2017-05-11,一一仔,"住对面,正对秋水广场，喷泉很好看，江景也很美",,
,2017-05-11,penley_stone,很大气的一个广场，傍晚人超多，适合纳凉跳广场舞,,
,2017-05-07,百合之王,夜晚来临时，到秋水广场看喷泉最好,,
,2017-05-06,布基亚斯房玄龄,这里为什么要跟台湾扯上关系？尴尬癌都快犯了,,
,2017-05-05,M61****660,晚上挺热闹   风景优美    是群众常去的地方之一      融合了游乐场所     喷泉也很好看,,
,2017-05-05,_CFT01****0096682,发现我运气很好，每次去都有开音乐喷泉,,
,2017-05-05,宇宙_洪荒,有革命气息的广场，能感受到几十年前的历史,,
,2017-05-05,zls张凌莎,"秋水广场真的是南昌一大特色，,里等了半个小时，果然是没有让我失望，真的很美呢！但是手机像素不是很好，本来想要拍照留念，最终还是没有拍到让我满意的图片，有点小遗憾呢！",,
,2017-05-03,友热发光,"来这里就是看风景好，晚上八点半还有夜光表演。喷水池也挺不错的，然而也不是太震撼。美,就不要去了，要办什么卡，很不实惠。",,
,2017-05-03,M46****396,晚上的喷泉很多人看，很浪漫，适合和情侣一起去哦,,
,2017-05-03,洪都刘德华,"周围,很多，旁边有公交站地铁站，交通很方便。七点钟，八点，明天晚上都有两场喷泉表演。错过一场的可以再等等。我大南昌欢迎各位。",,
,2017-05-02,lauyuu,"秋水广场 ，位于江西省南昌市,的赣江之滨，紧邻行政中心广场，于2004年1月28日落成，是利用荒滩兴建，既防洪，又观景，与,隔江相望，再现了千古名篇《,序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；是一座以喷泉为主题，集旅游、购物、观光为一体的大型,。红谷滩秋水广场上音乐灯光喷泉引人注目，是亚洲最大的音乐喷泉群，喷水池面积1.2万平方米...",共11张》,
,2017-05-01,伯克利司马冏,"晚上7.30左右到，可以看8点的音乐喷泉，很美。,很美，也舒服！",,
,2017-05-01,暖忆丶,"音乐喷泉值得一看，美,食物也多。音乐喷泉值得一看，美,食物也多。音乐喷泉值得一看，美,食物也多。音乐喷泉值得一看，美,食物也多。",,
,2017-05-01,M14****548,秋水广场音乐喷泉，文艺范，恰咖！,,
,2017-05-01,晨曦初露1216,其实读大学的时候，2004年去过一次，那时候红谷滩刚建，这种音乐喷泉也很少见，觉得很震撼。后来觉得就没啥了，而且以前去秋水广场总是嫌没地方停车挺麻烦，去年带孩子坐地铁去了一次，方便。,,
,2017-04-30,洪毛毛,对号称亚洲最大的音乐喷泉慕名而来，失望而归，只有一点点的是音乐喷泉，其它都是假的。里面的台湾美食街更是坑爹，价格超贵，但是超级难吃。,,
,2017-04-28,M57****557,"交通便利，坐地铁一号线可以直达。晚上在广场上的人很多，还有灯光秀喷泉可以看。饿了还可以去旁边的台湾美食街大吃一顿，小朋友也可以,里找到他们的乐园。推荐晚上去最好",,
,2017-04-27,M45****582,跨年去了秋水广场看喷泉，场地很大还放了孔明灯，游乐设施挺多的，玩得不错，还有美食一条街，吃的也还行，就是需要统一买卡，虽然花不完的钱能退，但是排队太麻烦了,,
,2017-04-26,M12****656,"音乐和喷泉，还有成片霓虹灯，晚上人很多,空气也好，值得去看看",,
,2017-04-26,木马GG,音乐喷泉 摩天轮 可以看到赣江,,
,2017-04-26,300****697,"去过好多次，,环境不错，有时候人比较多，有喷泉和娱乐设施，",,
,2017-04-25,_WeCh****86356,强烈推荐，强烈推荐，强烈推荐，重要的事情说三遍，我在南昌呆了三天，有两天都去了，晚上喷泉表演特别精彩，超级好看！心灵震撼有没有,,
,2017-04-25,路上,景色优美，风景宜人，值得一去！,,
,2017-04-25,_WeCh****32936,小吃特别有特色，爽歪歪，呱呱叫啊,,
,2017-04-25,M24****210,喷泉还是可以的，景色也很好，每天都蛮多人，那边吃的酒不怎么样了,,
,2017-04-25,迷失的树,"音乐喷泉挺好看的，,还有台湾美食街，还有各种游乐设施。",,
,2017-04-25,紫轩668,值得一看…………………………………………,,
,2017-04-24,_CFT01****7925499,"有一条小吃街，东西略贵，游乐场,好玩，尤其是那个大摆锤，值得拥有，晕晕到最后，赣江风景也是,美丽的，还有就是晚上的喷泉很好看。",,
,2017-04-24,qi皮卡丘,就是每次去人太多，偶尔会去一下，，,,
,2017-04-23,300****985,"给人感觉现代、时尚，尤其,很美！",,
,2017-04-23,lilibb,"八点喷泉很值得一看，不用门票。,有小吃街，喷泉结束还有灯光秀，边吃边看，很快又有第二场喷泉，不会错过。",,
,2017-04-22,_WeCh****17638,这个地方一到晚上就人头涌动，有音乐喷泉，有跳广场舞的大妈，有谈恋爱的情人，真是好热闹噢……,,
,2017-04-22,艺术之城,"很有特点的,，流连忘返，让人觉得很热闹和放松。",,
,2017-04-21,大西子_0,"秋水广场的夜晚总是有美丽的喷泉！伴随着音乐跳动，实为南昌的一个,，赣江对面的景色真的是美丽极了，可以看见滕王阁，可以看见双子塔，可以看见八一桥。",,
,2017-04-20,M12****630,是个休闲玩乐的地方，有吃有喝还有玩，喷泉很美,,
,2017-04-20,燕麦可乐,秋水广场比较不错，小吃什么的也挺多，就是有点小贵，那里的喷泉很美,,
,2017-04-19,M59****968,就是去那里看看喷泉，而且有时间限制，旁边倒是有蛮多小吃的，不过味道一般,,
,2017-04-18,on zhe way,一路涉足、一路留恋、一路回望。依旧前行！,,
,2017-04-18,hy****22,喷泉的设计很独特 感觉是有节奏感的 韵律优美。个人觉得比较适合情侣游玩的地方，不过没去过的话 去体验体验别样的喷泉风格。,,
,2017-04-18,139****7720,娱乐休闲设施齐全，环境优美绝伦,,
,2017-04-17,_WeCh****49050,晚上去音乐喷泉真的特别的有感觉。,,
,2017-04-16,M51****407,秋水广场每晚都有两次，分冬季和夏季。夏季7点开始，冬季6：30开始，大家记得提前一些时间站好位置，不过建议不要在喷泉的前两排，因为水会到此处来使身上弄湿的，东西挺贵的，所以大家在别的地方吃好东西再去，好多玩的不过要注意安全,,
,2017-04-15,M16****834,秋水广场的音乐喷泉是晚上7点半到晚上七点55分，还是比较壮观的，人不少，看的时候只能席地而坐，离喷水池近的地方在最后时刻会淋湿一点点,,
,2017-04-13,5201314孤狼,可以看看那个灯光秀，那是不错的一大亮点,,
,2017-04-11,M53****747,"这里有个游轮，每天7:30开，可以绕赣江看一看南昌。,还有个小吃街，就是有点贵",,
,2017-04-09,笑看紫云飘,"秋水广场的,非常美。体现了水的美感。灯光倒映在水中波光粼粼，美不胜收。",,
,2017-04-07,E48****50,很方便，晚上喷泉好看。下地铁走一会就到了。,,
,2017-04-07,行于思,晚上去好玩，可以坐游轮拍下南昌,,
,2017-04-07,CheuYiFun,"秋水广场有庞大的音乐喷泉群，我每次去都要等到喷泉完才走，又因为在赣,上，所以在下面感受一下江的魅力，也是极好的，广场上又有许许多多的游乐设施，大家可以玩玩，东边还有南昌之星的摩天轮，可谓是,浪漫啊！！！",,
,2017-04-06,M26****077,"景色不错，喷泉挺好看的，还有,一条街",,
,2017-04-05,M58****249,秋水广场的喷泉蛮有特色的，比较推荐情侣去玩，可以挂孔明灯，美好的祝福，但是那边消费还是蛮高的，人均消费100+，小吃街也不够长，要是只冲着美食去的话估计会失落➕大出血，游玩项目比较刺激的有大摆锤和旁边那个游乐项目，比较刺激,,
,2017-04-05,_CFT01****8388360,还好吧，去的时候是春天，河滩上花都开了，挺好看的，广场上有个小吃街，东西挺好的，就是贵，景色一般，不过喷泉开了还好挺好看的，,,
,2017-04-04,快乐出发安全回家,音乐喷泉很有感觉，我喜欢，大家快去哟,,
,2017-04-03,cloudweng,这里的喷泉太美了，值得来看哦！,,
,2017-04-03,_CFT01****8209423,非常好玩的一个广场，玩的很开心。,,
,2017-04-02,1837964****,"这里可以欣赏喷泉，,也有很多玩的",,
,2017-04-02,118****637,商场很多，是南昌新的中心，高档酒店如林,,
,2017-03-30,186****1771,很棒的音乐喷泉，很有节奏，值得一去,,
,2017-03-30,悠悠哒哒,"我住在唐宁酒店，其实打的过去起步价。到了那里左手边是台湾美食街，有很长一条吃的，我们是吃过饭去的，也没有特别想吃的，就没有充卡品尝。 刚好碰见广场的保安，就问了下喷泉什么时候开始。他说7:30开始，我闷看完大概就是二,钟左右。说说它的地理位置吧！南昌市,的赣江之滨，紧邻行政中心广场，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境—...",,
,2017-03-28,xiongmao1234,早上没什么特色，晚上很好看，而且不用怕不安全，因为出来玩的人特别多,,
,2017-03-27,鱼和尚,"秋水广场位于南昌市政府门前，与滕王阁隔赣江相望，听说晚上的,喷泉特别漂亮，我是下午过来的，感觉就是个普通的,，有些游乐设施。",,
,2017-03-27,保儿亚亚,"免费的，我们去没看见喷泉啊，在赣,走走还是很舒服。住在,看江的酒店太爽了。",,
,2017-03-26,z17770084622,秋水广场的喷泉⛲️非常的漂亮美丽！朕的很好！还有那摩天轮！啊！好美,,
,2017-03-25,ctf涛,"音乐喷泉 景色秀丽迷人 最好晚上去 看,风景",,
,2017-03-24,M57****787,值得去，一江两岸，情侣约会场地,,
,2017-03-22,王兰花,很不错的地方相当值得去还有美食风景,,
,2017-03-21,aijingw,来南昌没有不去的理由吧，没看过的绝对大开眼界,,
,2017-03-21,rui5299,不错，带宝宝玩很好，希望南昌多一点这样的地方,,
,2017-03-21,蓝精灵,第一次来这里，很漂亮，下次还会再来,,
,2017-03-19,M46****589,秋水广场的喷泉表演好看的，值得一去。,,
,2017-03-16,1587908****,夏天来了……这里非常美，音乐喷泉,,
,2017-03-15,淡然^_^浅笑,"红谷滩秋水广场，休闲，散步的地方，地处赣,风景优美",,
,2017-03-15,_ZSBDW****008438,"可以在,散步和欣赏音乐喷泉，挺好的",,
,2017-03-14,Lena_xiaoyang,"地铁南昌就开了一条线,2号线还在建,很好奇他们的地铁票,👉其实很容易丢",,
,2017-03-14,Lena_xiaoyang,"放松沉重的心情，遛街,🎏然后就在路上看到了这个大姐扛的糖葫芦🎉,😍这样的转街卖糖葫芦还是第一次见,你好！糖葫芦～大姐饿了我要来个武大郎烧饼,很好吃的,走的这条街叫【中山路】,💃💃沿着一直走就好了",,
,2017-03-13,北戴河小连,夏天的夜晚来这里很不错，人很多，很热闹,,
,2017-03-12,M50****584,晚上的景色很美，喷泉很漂亮，大家可以去玩玩,,
,2017-03-10,xierita,市中心广场，南昌的路只有一个字形容—“堵”，南昌的空气同样一个字“脏”，可以说灰比山西还要厉害。住的地方在抚河边，绝对的闹市中心，和我们要去的目标滕王阁与博物馆也就在半小时步行路程里。,,
,2017-03-08,小禄足迹,地铁1号线秋水广场下。下午人还不是很多，到了晚上，音乐喷泉开始了，周围人山人海，随着音乐，喷泉翩翩起舞，挺震撼的，旁边有台湾美食街，各种小吃。,,
,2017-03-05,e05****61,"晚上的音乐喷泉还是比较壮观的，,的居民都会,里锻炼身体，跳广场舞的队伍比较多，也形成一道美丽的风景，,的楼宇灯光秀也非常美",,
,2017-03-03,筱莲_,"7点多时出发至秋水广场观看喷泉，从宾馆到秋水广场24元。,喷泉的表演时间为：夏令：20：00-20:25、20:50-21:15,冬令：19:30-19:55、20:20-20:45,喷泉表演也许会提前开始，所以尽早到达为好。我们看的是20:20那场，差不多20:15就开始了呢。",共9张》,
,2017-03-01,因为年轻所以狂,一个敞篷宝马精神象征的侽魜。一个敞篷宝马精神象征的侽魜,,
,2017-03-01,石门山,南昌城市建没越来越美，幸福指数越来越高，,,
,2017-02-28,blanca陈,用的古诗里的名词，秋水共长天一色，很好的广场,,
,2017-02-26,M31****953,玩是挺好玩的，就是东西普遍较贵。节假日去的，人超多，不过游乐设施要人多才有味。喷泉加上灯光是挺震撼的。偶，对了，还有音乐，要带女朋友去是个挺不错的选择。,,
,2017-02-26,M55****553,不错，适合全家人一起，特别是小朋友们。,,
,2017-02-24,蔡桂英,值得去哟，我每月都去，音乐配着喷泉，感觉好好,,
,2017-02-23,俊明qian,这里还是值得去的，下次还会再去的。,,
,2017-02-21,M15****944,很满意，不错的一家店，很合适的消费,,
,2017-02-20,鸭卡先生,属于江西人自己的台湾街😂小炜同学偷吃臭豆腐这里是秋水广场的马路边，放眼望去，可以看到非常美的夜景，也有绚丽多彩的Led,共6张》,
,2017-02-20,社会路有坑,单色看来是进斌斌LOL热来破色彩,,
,2017-02-20,欣悦看景,"风景还行，休闲溜湾之地，,也不错！",,
,2017-02-20,花道先生,人工打造的喷泉，南昌市民栖息的好去处。带上女朋友约一番。,,
,2017-02-19,你骗不了我的哦,漂亮，有特色，每次去南昌都得去看看,,
,2017-02-19,YaoChang,这里最大的特色就是音乐喷泉了，虽然没杭州的那么宏大，但也是当地一特色。,,
,2017-02-18,M31****415,适合情侣去浪漫，求别孽单身汪。音乐喷泉每晚七点半准时开始，这么跟你说，喷泉很漂亮,,
,2017-02-18,天天快乐了,loll二啦啦啊摸了句吐wow天自行YY,,
,2017-02-17,M21****710,"在市政府,晚上都是跳广场舞的,妈",,
,2017-02-16,豹子,秋水广场，秋水共长天一色，休闲锻炼好去处,,
,2017-02-16,for****olf,"秋水广场，位于江西省南昌市,的赣江之滨，紧邻行政中心广场，于2004年1月28日落成，是利用荒滩兴建，既防洪，又观景，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；是一座以喷泉为主题，集旅游、购物、观光为一体的大型,。红谷滩秋水广场上音乐灯光喷泉引人注目，是亚洲最大的音乐喷泉群，喷水池面积1.2万平方米，...",,
,2017-02-15,迈克尔苏加德,南昌秋水音乐喷泉非常好看值得来,,
,2017-02-14,新概念,"亚洲疗泛第萃晖紫二的南昌秋水广场冻舌于2004年元月秘洼一日对外开放，秋水广场地处,赣江冈二姓之滨，紧邻行政贯磨中心广场，与江南货峰名楼腾王阁隔江相望，涌源是储具恢一座以喷泉为眷大主题凯先，集旅游、购物、观光为一体的杉窜大型,泡郝",,
,2017-02-14,mr-chen01,这是南昌最有名的广场，非常雄伟。,,
,2017-02-13,M52****828,秋水广场是南昌最值得逛的地方，喷泉不错，配上周围的建筑灯光，非常美丽,,
